grid.algo;p;iter;Mean_ISM;Mean_T
ESGBRKGA;300;300;0.19879186570637;75.8214285714286
ESGBRKGA;100;200;0.198444036717189;36.6066666666667
ESGBRKGA;100;300;0.198444036717189;43.0947619047619
ESGBRKGA;100;500;0.198444036717189;48.8842857142857
ESGBRKGA;200;200;0.198444036717189;49.7614285714286
ESGBRKGA;200;300;0.198444036717189;58.8685714285714
ESGBRKGA;200;500;0.198444036717189;75.2795238095238
ESGBRKGA;300;200;0.198444036717189;55.4290476190476
ESGBRKGA;300;500;0.198444036717189;102.07
